"cell","value_from","value_to","delta","pct","n_from","n_to"
"8254f7fffffffff",26.585809421646,40.0323940066113,13.4465845849653,50.5780522673018,215,94
"825f0ffffffffff",26.5634249988853,20.3209679683929,-6.24245703049247,-23.500196344238,246,158
"825f1ffffffffff",41.5775351538316,6.02044637946395,-35.5570887743677,-85.5199536067036,420,71
"825f5ffffffffff",36.8059054288564,37.2068503390089,0.400944910152468,1.08934940053973,223,192
"826007fffffffff",49.4964028777016,36.242020614438,-13.2543822632636,-26.7784757935102,140,174
"826147fffffffff",37.9746848581822,42.7795820694151,4.8048972112329,12.652895551805,61,110
"8261affffffffff",49.8808270487158,40.0547147246129,-9.82611232410294,-19.6991768290175,403,117
"826527fffffffff",34.5000440052826,22.8659647486547,-11.6340792566279,-33.721925846954,90,106
"826607fffffffff",41.7809091146908,16.0983351652444,-25.6825739494463,-61.4696388701029,120,10000
"826617fffffffff",41.3970591651175,24.3970244613904,-17.0000347037271,-41.065802853097,222,3419
"826627fffffffff",46.2638264167153,17.3007226245776,-28.9631037921377,-62.6042116172068,1621,847528
"826637fffffffff",38.4574351498902,19.1286607064794,-19.3287744434109,-50.2601756151333,123,11704
"8266a7fffffffff",21.1887229097632,22.6318901934542,1.443167283691,6.81101588725779,621,84
"8266d7fffffffff",36.9576917521465,27.4805625428994,-9.47712920924712,-25.64318484175,115,6492
"8266f7fffffffff",43.5102952307755,32.44856847027,-11.0617267605055,-25.4232399523719,591,1173
"826757fffffffff",47.3984606966977,32.7855748073363,-14.6128858893614,-30.8298743768687,173,738
"826787fffffffff",42.570168920898,25.137303545236,-17.432865375662,-40.9508954687377,353,7601
"82679ffffffffff",32.023646073642,38.6275359266592,6.60388985301719,20.6219174351065,216,1424
"82681ffffffffff",43.1276980487677,24.756153695265,-18.3715443535027,-42.5980174799235,240,161
"826847fffffffff",45.3605988356686,39.9759739769606,-5.38462485870801,-11.8707093753663,2704,996
"826867fffffffff",43.8126337390217,1.7280627673196,-42.0845709717021,-96.0557888904531,115,143
"8268a7fffffffff",16.0457797074311,17.2103620306874,1.16458232325631,7.25787306376253,169,120
"826947fffffffff",45.22868209839,46.5567569711569,1.32807487276694,2.93635545222799,494,363
"82695ffffffffff",45.4177189363525,46.3069828050291,0.88926386867665,1.95796682330711,562,2971
"826d27fffffffff",36.2142982529539,37.4858811107875,1.27158285783359,3.51127294791602,264,657
"82769ffffffffff",39.6065185386032,23.8073995639288,-15.7991189746744,-39.8901987794648,74,16221
"82770ffffffffff",41.3349465653935,18.9226363092913,-22.4123102561023,-54.2212150211568,346,4112
"827757fffffffff",47.989122817213,13.8741693977749,-34.1149534194381,-71.0889289420426,119,1416
"827777fffffffff",46.6389667064661,17.5198193345634,-29.1191473719026,-62.4352326567851,944,5607
"827797fffffffff",39.6692526270872,13.4488801309676,-26.2203724961195,-66.0974703572197,94,58
"82779ffffffffff",41.8012769454268,17.9723124383738,-23.828964507053,-57.0053506694608,196,251
"827b4ffffffffff",42.8062753393262,44.3946249379964,1.58834959867017,3.71055315156316,63,166
"827b5ffffffffff",46.7675624349721,46.2758698173618,-0.491692617610319,-1.05135395562681,259,123
"8280b7fffffffff",39.3244880815654,21.2092840693984,-18.115204012167,-46.0659627013914,97,47787
"828237fffffffff",36.9152632102173,39.1764287839903,2.26116557377305,6.12528633724386,3479,722
"828307fffffffff",35.5906845765439,39.6252660372242,4.03458146068029,11.3360602884814,2160,917
"828317fffffffff",29.5756503836668,38.6037982475603,9.02814786389355,30.5256105843047,208,89
"82831ffffffffff",35.3417295918416,40.0044689415166,4.66273934967496,13.1932969991127,3516,1360
"82845ffffffffff",40.753194013881,30.1688591536762,-10.5843348602047,-25.971792190324,357,137
"8285a7fffffffff",45.5452019269001,13.2124551610569,-32.3327467658432,-70.9904565089801,236,113
"828937fffffffff",44.9145568593972,39.1977535487594,-5.7168033106378,-12.7281748065198,2909,309
"828c47fffffffff",45.3461555395403,38.3695102138343,-6.97664532570595,-15.3853071835881,454,654
"828c6ffffffffff",44.5788539818396,38.5581856719467,-6.02066830989293,-13.5056596841758,67,436
"828db7fffffffff",43.9170691193205,36.4573128943992,-7.45975622492129,-16.9860065220962,59,70
"828f0ffffffffff",4.14799670896071,5.31581289379447,1.16781618483376,28.153739425853,651,111
"82940ffffffffff",38.5837971194959,14.954217375421,-23.6295797440749,-61.2422351042665,1010,238
